ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1157,0.037,0.000,7.271,0.006,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/show/painters.py:414(annotation)
8,0.000,0.000,0.420,0.052,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/core/imgwriter.py:20(write)
1572,0.014,0.000,7.979,0.005,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/show/painters.py:32(annotations)
1157,0.374,0.000,6.384,0.006,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/show/painters.py:178(_draw_skeleton)
108,0.001,0.000,0.083,0.001,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/show/painters.py:277(_draw_box)
1157,0.060,0.000,0.609,0.001,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/show/painters.py:286(_draw_text)
1145,0.021,0.000,7.964,0.007,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/show/painters.py:355(annotations)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:3159(set_axisbelow)
3146,0.017,0.000,1.488,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:3195(grid)
2,0.000,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:3358(tick_params)
1573,0.002,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:3437(set_axis_off)
1573,0.002,0.000,0.009,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:3446(set_axis_on)
3176,0.004,0.000,0.104,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:3529(get_xbound)
4748,0.027,0.000,0.153,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:3577(get_xlim)
12584,0.058,0.000,0.148,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:3600(_validate_converted_limits)
3146,0.051,0.000,0.478,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:3617(set_xlim)
3176,0.003,0.000,0.051,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:3877(get_ybound)
4748,0.015,0.000,0.075,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:3925(get_ylim)
3146,0.042,0.000,0.331,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:3948(set_ylim)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:4215(set_navigate)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:4231(set_navigate_mode)
3176,0.025,0.000,0.091,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:4517(get_children)
1173,0.003,0.000,0.220,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:4536(contains_point)
25158,0.006,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:148(<dictcomp>)
25158,0.839,0.000,23.488,0.001,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:57(__init__)
25158,0.052,0.000,0.086,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:190(_set_labelrotation)
25158,0.075,0.000,0.132,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:202(_apply_tickdir)
25158,0.018,0.000,0.018,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:222(get_tick_padding)
47166,0.114,0.000,12.130,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:236(set_clip_path)
125790,0.062,0.000,0.401,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:340(_set_artist_props)
62950,0.009,0.000,0.009,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:357(<genexpr>)
12590,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:374(<dictcomp>)
12590,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:387(<dictcomp>)
12590,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:392(<dictcomp>)
12590,0.107,0.000,1.275,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:349(_apply_params)
12579/6291,0.159,0.000,18.919,0.003,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:414(__init__)
12579,0.018,0.000,0.376,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:436(_get_text1_transform)
12579,0.015,0.000,0.339,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:439(_get_text2_transform)
12579,0.052,0.000,0.895,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:442(_apply_tickdir)
12579,0.037,0.000,0.194,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:453(update_position)
12579/6291,0.152,0.000,17.418,0.003,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:475(__init__)
12579,0.015,0.000,0.356,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:497(_get_text1_transform)
12579,0.016,0.000,0.329,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:500(_get_text2_transform)
12579,0.044,0.000,0.868,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:503(_apply_tickdir)
12579,0.036,0.000,0.194,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:514(update_position)
4,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:541(__init__)
6292,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:547(locator)
25184,0.028,0.000,0.031,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:551(locator)
50366,0.009,0.000,0.009,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:558(formatter)
25184,0.019,0.000,0.021,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:562(formatter)
25158/12580,0.057,0.000,36.430,0.003,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:581(__get__)
2,0.000,0.000,0.007,0.004,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:638(__init__)
25184,0.012,0.000,0.012,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:687(isDefault_majloc)
25184,0.007,0.000,0.007,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:695(isDefault_majfmt)
25184,0.006,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:703(isDefault_minloc)
25184,0.007,0.000,0.007,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:711(isDefault_minfmt)
9500,0.009,0.000,0.033,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:752(get_transform)
8606,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:755(get_scale)
12592,0.054,0.000,3.564,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:759(_set_scale)
6292,0.010,0.000,0.028,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:771(limit_range_for_scale)
9444,0.076,0.000,47.780,0.005,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:790(clear)
15736/9448,0.688,0.000,44.880,0.005,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:830(reset_ticks)
6296,0.037,0.000,1.393,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:850(set_tick_params)
6296,0.018,0.000,0.021,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:889(_translate_tick_kw)
18866/12578,0.108,0.000,46.616,0.004,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:934(set_clip_path)
4,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1015(_set_artist_props)
6292,0.005,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1352(get_major_locator)
6292,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1426(<dictcomp>)
6292,0.029,0.000,1.462,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1394(grid)
8606,0.012,0.000,0.190,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1437(update_units)
13298,0.007,0.000,0.007,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1492(have_units)
71620,0.042,0.000,0.323,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1495(convert_units)
9444,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1512(set_units)
12592,0.010,0.000,0.232,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1567(set_major_formatter)
12592,0.009,0.000,0.166,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1593(set_minor_formatter)
25184,0.116,0.000,0.379,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1607(_set_formatter)
12592,0.078,0.000,0.266,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1633(set_major_locator)
12592,0.051,0.000,0.156,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1649(set_minor_locator)
14292,0.017,0.000,0.024,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1938(<genexpr>)
4764,0.008,0.000,0.037,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1922(_get_ticks_position)
4764,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:1959(get_label_position)
1,0.000,0.000,0.007,0.007,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:2013(__init__)
12579/6291,0.055,0.000,18.951,0.003,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:2052(_get_tick)
4764,0.007,0.000,0.044,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:2223(get_ticks_position)
3146,0.006,0.000,0.009,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:2236(get_minpos)
1,0.000,0.000,0.001,0.001,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:2276(__init__)
12579/6291,0.052,0.000,17.447,0.003,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:2317(_get_tick)
3146,0.005,0.000,0.008,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axis.py:2500(get_minpos)
8606,0.013,0.000,0.017,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:74(wrapper)
3146,0.004,0.000,0.020,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:223(__init__)
3146,0.011,0.000,0.017,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:236(set_prop_cycle)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:611(<dictcomp>)
1,0.000,0.000,0.023,0.023,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:553(__init__)
4764,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:725(get_window_extent)
1,0.000,0.000,0.009,0.009,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:742(_init_axis)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:752(set_figure)
53592,0.013,0.000,0.013,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:770(<genexpr>)
13398,0.044,0.000,0.162,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:769(<dictcomp>)
1157,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:777(<dictcomp>)
13398,0.032,0.000,0.224,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:766(_unstale_viewLim)
9496,0.009,0.000,0.169,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:780(viewLim)
1157,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:789(<dictcomp>)
1157,0.003,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:787(_request_autoscale_view)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:804(_set_lim_and_transforms)
116357/31455,0.159,0.000,10.844,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:840(get_xaxis_transform)
12579,0.060,0.000,0.357,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:864(get_xaxis_text1_transform)
12579,0.047,0.000,0.321,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:890(get_xaxis_text2_transform)
116357/31455,0.155,0.000,9.828,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:916(get_yaxis_transform)
12579,0.057,0.000,0.339,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:940(get_yaxis_text1_transform)
12579,0.047,0.000,0.311,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:966(get_yaxis_text2_transform)
1574,0.012,0.000,0.127,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:992(_update_transScale)
3176,0.005,0.000,0.058,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1004(get_position)
3176,0.015,0.000,0.117,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1056(_set_position)
3176,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1094(get_axes_locator)
13014,0.035,0.000,0.116,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1100(_set_artist_props)
1573,0.004,0.000,0.228,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1110(_gen_axes_patch)
5,0.000,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1142(<genexpr>)
1,0.000,0.000,0.001,0.001,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1127(_gen_axes_spines)
1573,0.148,0.000,54.500,0.035,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1183(cla)
1573,0.017,0.000,0.100,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1498(_set_title_offset_trans)
3176,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1584(get_aspect)
1572,0.010,0.000,0.042,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1592(set_aspect)
1572,0.007,0.000,0.024,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1676(set_adjustable)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1740(set_box_aspect)
3176,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1777(get_anchor)
3176,0.032,0.000,0.228,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1838(get_data_ratio)
3176,0.052,0.000,0.815,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:1852(apply_aspect)
8295,0.007,0.000,0.010,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:2175(_deprecate_noninstance)
2314,0.047,0.000,1.844,0.001,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:2228(add_collection)
1572,0.014,0.000,0.081,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:2262(add_image)
4301,0.013,0.000,0.075,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/axes/_base.py:2296(_add_text)
